id	ann	pc1	pc2	pc3	pc4	pc5	pc6	pc7	pt1	pt2	pt3	pt4	pt5	pt6	pt7	cc1	cc2	cc3	cc4	cc5	cc6	cc7	ct1	ct2	ct3	ct4	ct5	ct6	ct7
C:344	ensGene.bed:ENST00000551361,;refGene.bed:NR_022008,;wgRNA.bed:CDBox,;	3593	910	1996	3722	1733	1336	2138	399	559	1703	2201	1157	1698	2044	4302	1025	2926	3109	1041	1381	2262	1132	1406	1460	2159	1059	2083	1613
C:345	ensGene.bed:ENST00000554726,;refGene.bed:NR_001289,;wgRNA.bed:CDBox,;	1542	55	852	1236	317	411	614	298	45	403	765	268	793	1220	3754	311	3228	1568	440	1095	1517	776	976	1491	989	496	1225	1229
C:346	ensGene.bed:ENST00000549804,;refGene.bed:NR_003323,;wgRNA.bed:CDBox,;	3093	744	1899	2178	1000	1033	1023	1360	611	1488	1642	675	1552	1576	2389	456	1982	2189	1025	924	1485	653	2328	4460	2108	1683	1426	1131
C:347	ensGene.bed:ENST00000549804,;refGene.bed:NR_001290,;wgRNA.bed:CDBox,;	2530	522	1613	2270	921	1365	1554	1575	561	1121	1560	865	2241	1788	2871	639	2386	2667	1136	1651	2680	839	2061	4135	2892	2040	2357	1798
C:348	ensGene.bed:ENST00000549804,;refGene.bed:NR_003317,;wgRNA.bed:CDBox,;	360	15	182	254	90	68	133	64	13	127	240	38	101	187	278	10	206	207	56	48	121	53	221	588	187	82	111	99
C:349	ensGene.bed:ENST00000549804,;refGene.bed:NR_003320,;wgRNA.bed:CDBox,;	145	11	122	121	17	42	271	0	0	12	445	12	73	31	200	15	147	93	10	40	192	146	115	190	81	74	49	48
C:350	ensGene.bed:ENST00000549804,;refGene.bed:NR_003338,;wgRNA.bed:CDBox,;	362	99	265	203	138	160	238	161	117	325	341	59	292	299	475	121	303	330	153	143	295	72	409	489	259	235	239	204
C:351	ensGene.bed:ENST00000549804,;refGene.bed:NR_003337,;wgRNA.bed:CDBox,;	267	40	166	226	52	121	118	109	64	134	158	138	123	127	294	45	190	234	80	133	191	28	342	572	208	83	162	143
C:352	ensGene.bed:ENST00000547292,;refGene.bed:NR_003316,;wgRNA.bed:CDBox,;	190	25	58	169	74	31	61	30	11	76	156	14	85	65	258	10	194	240	84	91	127	20	181	144	189	128	122	73
C:353	pirna2.bed:1,;ensGene.bed:ENST00000549804,;refGene.bed:NR_003334,;wgRNA.bed:CDBox,;	107	25	97	86	37	31	41	0	11	44	81	12	42	71	83	0	67	118	19	45	91	0	68	59	104	38	50	39
C:354	ensGene.bed:ENST00000549804,;refGene.bed:NR_003330,;wgRNA.bed:CDBox,;	257	38	144	180	52	75	107	81	46	87	214	51	187	208	133	35	50	159	48	61	123	0	120	150	128	128	101	74
C:355	ensGene.bed:ENST00000549804,;refGene.bed:NR_003340,;wgRNA.bed:CDBox,;	271	31	200	331	95	151	203	186	33	81	132	82	193	199	119	0	132	261	53	84	215	158	194	803	178	156	36	120
C:356	ensGene.bed:ENST00000549804,;refGene.bed:NR_003360,;wgRNA.bed:CDBox,;	252	37	195	254	101	178	175	94	17	118	147	105	193	158	370	48	350	320	94	156	287	277	216	370	288	143	232	180
C:357	ensGene.bed:ENST00000549804,;refGene.bed:NR_003341,;wgRNA.bed:CDBox,;	206	55	185	166	53	79	139	30	29	98	200	96	87	102	141	19	139	168	43	60	174	10	182	280	62	83	72	114
C:358	ensGene.bed:ENST00000549804,;refGene.bed:NR_003339,;wgRNA.bed:CDBox,;	20	0	28	21	0	11	11	10	0	0	0	10	10	10	24	0	22	10	0	11	20	0	0	135	0	0	0	0
C:359	ensGene.bed:ENST00000363633,;refGene.bed:NR_003301,;wgRNA.bed:CDBox,;	51855	5288	32661	29433	13288	16179	20979	14437	5124	22134	35934	11133	23713	28123	41623	5936	31904	31727	13412	16343	27475	6452	43415	54644	27681	21852	27103	18575
C:360	ensGene.bed:ENST00000453082,;refGene.bed:NR_003307,;wgRNA.bed:CDBox,;	5475	450	3211	3108	960	1457	2067	830	371	2330	3722	1140	2370	3243	5768	370	4282	3402	1072	1738	2856	254	3612	4077	2470	1538	2918	1840
C:361	ensGene.bed:ENST00000424208,;refGene.bed:NR_003309,;wgRNA.bed:CDBox,;	2840	211	1851	2549	741	840	1667	1428	188	1068	2182	875	1647	1785	4045	365	3856	2659	695	829	1615	1447	2323	5250	2133	1392	1799	1506
C:362	ensGene.bed:ENST00000453082,;refGene.bed:NR_003307,;wgRNA.bed:CDBox,;	891	39	489	599	191	175	314	73	27	249	436	100	336	482	1175	150	1204	796	227	469	537	154	813	1065	851	347	803	604
C:363	ensGene.bed:ENST00000363100,;refGene.bed:NR_003295,;wgRNA.bed:CDBox,;	980	16	546	773	160	306	539	252	15	250	599	210	369	512	1773	228	1542	1244	371	537	765	193	809	1512	1177	449	813	678
C:364	ensGene.bed:ENST00000364273,;refGene.bed:NR_003357,;wgRNA.bed:CDBox,;	860	47	478	713	186	125	361	59	64	282	479	113	322	503	1003	92	776	954	176	184	335	190	372	480	434	159	358	337
C:365	ensGene.bed:ENST00000424208,;refGene.bed:NR_003302,;wgRNA.bed:CDBox,;	974	71	569	776	241	213	473	82	73	441	671	186	494	680	1415	155	1155	807	286	299	557	265	592	732	764	284	544	496
C:366	ensGene.bed:ENST00000549301,;refGene.bed:NR_003294,;wgRNA.bed:CDBox,;	414	19	199	297	44	95	131	124	14	89	279	96	203	175	321	11	172	237	34	38	84	44	185	385	117	55	139	57
C:367	ensGene.bed:ENST00000453082,;refGene.bed:NR_003307,;wgRNA.bed:CDBox,;	489	34	340	106	101	124	216	144	41	191	394	142	237	297	430	39	367	152	163	148	296	111	457	714	317	81	293	206
C:368	ensGene.bed:ENST00000453082,;refGene.bed:NR_003353,;wgRNA.bed:CDBox,;	189	0	123	189	42	77	214	219	13	53	129	109	118	74	1496	251	1490	891	339	384	706	261	921	1710	1017	343	935	771
C:369	ensGene.bed:ENST00000453082,;refGene.bed:NR_003307,;wgRNA.bed:CDBox,;	318	14	62	157	61	45	125	19	0	106	75	19	23	120	373	15	248	129	34	44	120	0	118	175	102	54	99	38
C:370	ensGene.bed:ENST00000424208,;wgRNA.bed:CDBox,;	643	39	303	1554	177	119	238	27	24	238	421	89	225	380	1151	101	947	1211	223	252	356	279	499	524	574	236	456	365
C:371	ensGene.bed:ENST00000424208,;refGene.bed:NR_003307,;	84	0	48	61	16	0	18	0	0	42	51	0	35	48	109	0	68	73	25	20	42	13	41	859	30	0	35	25
C:372	ensGene.bed:ENST00000424208,;refGene.bed:NR_003308,;wgRNA.bed:CDBox,;	669	12	296	447	123	100	221	26	0	207	392	58	210	377	834	75	635	485	141	161	275	28	318	390	401	170	311	242
C:373	ensGene.bed:ENST00000453082,;refGene.bed:NR_003356,;wgRNA.bed:CDBox,;	52	0	35	57	19	36	76	132	0	0	37	15	53	23	511	76	506	338	114	118	219	76	274	464	346	116	257	270
C:374	ensGene.bed:ENST00000453082,;refGene.bed:NR_003307,;wgRNA.bed:CDBox,;	271	0	80	188	49	63	174	33	11	63	117	46	92	108	418	55	422	243	80	106	133	69	128	238	297	69	179	152
C:375	ensGene.bed:ENST00000453082,;refGene.bed:NR_003355,;wgRNA.bed:CDBox,;	357	26	230	0	84	57	152	10	0	103	207	58	119	188	568	48	513	0	69	87	134	121	158	188	230	0	178	126
C:376	ensGene.bed:ENST00000424208,;refGene.bed:NR_003307,;wgRNA.bed:CDBox,;	549	70	257	255	162	199	181	266	38	137	380	102	264	277	716	111	550	381	160	235	270	51	589	1007	362	360	367	287
C:377	ensGene.bed:ENST00000554726,;refGene.bed:NR_003362,;wgRNA.bed:CDBox,;	148	0	82	118	24	19	57	12	0	36	90	21	62	66	121	0	43	84	12	0	69	0	45	52	24	32	56	23
C:378	miRNA.bed:Name=hsa-miR-190a-3p,;ensGene.bed:ENST00000561311,;refGene.bed:NM_015059,;	3740	1575	2490	2110	2565	1451	1936	991	1601	2811	2905	940	1474	3284	2251	1227	1194	1020	1118	787	933	469	1581	1084	999	929	646	780
C:379	miRNA.bed:Name=hsa-miR-184,;ensGene.bed:ENST00000559225,;refGene.bed:NR_038997,;	71	70	120	44	67	41	60	86	124	87	132	31	118	165	56	33	53	27	38	61	31	2513	58	17	14	26	46	37
C:380	ensGene.bed:ENST00000334574,;refGene.bed:NM_001007122,;wgRNA.bed:scaRna,;	3907	1233	3452	4907	2186	2088	3607	1521	1296	2330	2900	1766	3898	3718	2926	1188	1957	3236	1281	1720	3063	1066	1761	991	1967	1856	1972	1785
C:381	miRNA.bed:Name=hsa-miR-7-1-3p,;ensGene.bed:ENST00000360384,;refGene.bed:NM_031262,;	11529	559	6153	6471	1752	3068	4257	1036	766	1618	8380	1642	4650	9455	8461	403	3720	3726	885	2529	2799	6151	1826	1629	1785	1666	1648	1646
C:382	tRNA.bed:chr6.tRNA73-ArgCCG,;rmsk.bed:tRNA,;	7446	9798	8616	5407	11957	4374	10407	15947	9898	7348	7182	3411	13419	4743	12917	6512	12287	12025	15735	4878	18882	2492	10250	13663	15100	38412	20975	15349
C:383	tRNA.bed:chr7.tRNA3-ArgCCT,;pirna2.bed:1,;rmsk.bed:tRNA,;ensGene.bed:ENST00000541170,;refGene.bed:NM_001244585,;	6224	4994	8591	10907	7840	8019	11648	3115	4614	3162	3407	4203	7423	2623	13073	6454	12094	17607	10704	11134	23281	5298	6343	8042	10566	13289	17972	10960
C:384	tRNA.bed:chr17.tRNA23-ArgCCG,;rmsk.bed:tRNA,;	1915	1950	4661	4762	4370	5498	5281	10883	2201	2351	2526	2429	2765	2274	2479	1760	3597	4952	4104	5669	8409	3520	3926	4424	4502	9369	4565	3858
C:385	tRNA.bed:chr15.tRNA4-ArgTCG,;rmsk.bed:tRNA,;ensGene.bed:ENST00000569473,;	1636	2869	613	1034	2125	1400	2815	2555	2959	1133	1187	2015	3518	390	3539	2723	2202	3976	2760	2076	6052	533	1602	2413	3231	5376	8427	4560
C:386	tRNA.bed:chr17.tRNA21-ArgCCT,;rmsk.bed:tRNA,;ensGene.bed:ENST00000581589,;	244	130	521	586	267	262	408	35	114	123	82	90	352	84	910	364	745	951	531	446	1150	174	228	358	581	661	900	622
C:387	tRNA.bed:chr6.tRNA124-ArgTCG,;rmsk.bed:tRNA,;	49	53	60	46	29	58	149	330	89	57	126	62	194	10	142	69	158	173	107	98	331	159	320	560	243	1177	260	150
C:388	tRNA.bed:chr17.tRNA19-ArgTCG,;rmsk.bed:tRNA,;ensGene.bed:ENST00000581589,;	165	974	697	158	229	565	694	988	340	457	419	309	271	259	53	1118	624	197	281	600	929	804	2279	3490	431	6030	715	429
C:389	tRNA.bed:chr16.tRNA2-ArgCCT,;rmsk.bed:tRNA,;	15	62	0	26	0	0	0	75	0	11	0	0	120	0	511	90	277	253	100	65	162	177	107	338	277	347	317	185
C:390	miRNA.bed:Name=hsa-miR-628-3p,;ensGene.bed:ENST00000565113,;refGene.bed:NR_037923,;	3285	742	2513	3174	1616	1579	2401	1254	1025	2060	3577	1295	2604	3104	2259	768	1456	2241	1002	1225	1594	395	2555	1305	1764	1980	1192	1094
C:391	ensGene.bed:ENST00000568588,;refGene.bed:NM_000968,;wgRNA.bed:CDBox,;	61	0	20	10	11	10	0	0	0	0	14	0	11	47	101	10	11	0	0	0	0	0	0	0	0	0	0	0
C:392	ensGene.bed:ENST00000568588,;refGene.bed:NM_000968,;wgRNA.bed:CDBox,;	3034	1435	1643	3462	1994	1849	2435	1228	585	1719	1390	1006	2022	1985	2056	658	1510	1409	645	729	1240	205	478	896	690	591	550	534
C:393	pirna2.bed:1,;ensGene.bed:ENST00000568588,;refGene.bed:NM_000968,;wgRNA.bed:CDBox,;	430	190	316	643	193	330	437	449	71	200	285	230	443	232	226	206	172	377	93	210	359	112	107	431	275	232	129	182
C:394	ensGene.bed:ENST00000568588,;refGene.bed:NM_000968,;wgRNA.bed:CDBox,;	2150	827	469	1205	696	741	677	708	589	1735	1350	244	1323	1665	1663	872	508	1026	352	599	666	203	746	798	368	776	696	582
C:395	tRNA.bed:chr17.tRNA14-ThrCGT,;rmsk.bed:tRNA,;	52	94	41	24	58	101	217	43	22	13	23	81	308	10	118	102	106	161	116	282	501	246	0	59	283	236	524	362
C:396	tRNA.bed:chr16.tRNA15-ThrCGT,;rmsk.bed:tRNA,;	71	33	21	11	39	97	240	54	26	14	19	87	292	11	97	76	121	144	130	314	587	236	11	59	296	161	498	414
C:397	miRNA.bed:Name=hsa-miR-193b-3p,;ensGene.bed:ENST00000571639,;refGene.bed:NR_030177,;	1213	934	699	1095	1190	444	665	331	539	1095	848	237	435	634	927	1033	460	928	820	308	637	108	392	350	568	618	685	574
C:398	miRNA.bed:Name=hsa-miR-365a-3p,;ensGene.bed:ENST00000571639,;refGene.bed:NR_029854,;	769	376	425	625	629	285	528	161	265	442	549	163	285	534	471	227	228	191	161	74	175	611	97	169	150	154	209	161
C:399	miRNA.bed:Name=hsa-miR-6511a-3p,;ensGene.bed:ENST00000540339,;refGene.bed:NR_103772,;	319	82	211	226	176	89	175	154	59	168	216	98	196	261	218	113	134	291	212	134	326	11	352	133	360	332	145	191
C:400	miRNA.bed:Name=hsa-miR-6511b-3p,;ensGene.bed:ENST00000535621,;refGene.bed:NM_001285449,;	288	58	204	158	103	62	117	81	35	139	200	49	150	207	244	78	134	220	118	81	209	11	267	123	226	240	137	104
C:401	miRNA.bed:Name=hsa-miR-484,;ensGene.bed:ENST00000396355,;refGene.bed:NM_001143979,;	3346	2045	2597	2909	2308	702	1941	1039	1237	2496	2154	955	1426	1589	2512	1812	1980	2809	2235	704	1823	1193	2038	1472	2321	1987	2283	1788
C:403	rmsk.bed:rRNA,;	1306	852	1057	1210	810	1152	874	754	603	882	877	636	962	785	791	618	605	1370	1091	904	1450	0	1118	913	1297	1196	1208	1014
C:406	miRNA.bed:Name=hsa-miR-138-1-3p,;ensGene.bed:ENST00000385219,;refGene.bed:NR_029700,;	114085	12121	59851	66908	28487	40226	53802	31799	12925	40994	53734	24834	46482	46749	56144	11223	29965	75450	33226	33967	58195	4191	56358	44585	76527	67791	43671	41163
C:407	miRNA.bed:Name=hsa-miR-138-2-3p,;ensGene.bed:ENST00000384916,;refGene.bed:NR_029680,;	423	62	326	404	223	204	302	147	65	264	260	127	315	322	254	57	128	348	142	197	332	26	213	189	306	305	206	226
C:408	miRNA.bed:Name=hsa-miR-140-3p,;ensGene.bed:ENST00000544162,;refGene.bed:NM_001270454,;	19206	15054	16582	21463	16292	9443	12981	6628	11516	19670	11726	6960	9299	13680	14453	14357	10553	18036	12253	8829	15663	4908	10562	7253	11045	11546	14705	10986
C:409	ensGene.bed:ENST00000302516,;refGene.bed:NM_012426,;wgRNA.bed:CDBox,;	486	355	259	518	423	193	438	78	176	482	341	134	250	418	279	102	279	61	29	22	86	81	38	108	61	71	141	46
C:410	tRNA.bed:chr6.tRNA97-MetCAT,;rmsk.bed:tRNA,;	3498	1146	2411	6920	2292	8191	10220	761	479	465	1141	4171	5978	2042	4986	1879	5635	13493	2364	13335	19686	1395	443	1104	5081	2121	10745	6913
C:411	tRNA.bed:chr16.tRNA20-MetCAT,;rmsk.bed:tRNA,;	317	0	47	230	71	393	728	84	0	34	12	98	337	144	588	16	284	1269	155	1125	2348	128	69	333	340	691	369	608
C:412	pirna2.bed:1,;ensGene.bed:ENST00000363214,;refGene.bed:NM_000977,;wgRNA.bed:CDBox,;	6283	3286	2573	3185	4758	2274	3856	1474	2111	5120	4200	1206	3880	4111	12879	5571	10500	5077	3991	4033	6043	1196	5199	6058	4080	3799	5874	5297
C:413	tRNA.bed:chr16.tRNA34-GlyCCC,;	7778	17823	11643	8553	13528	22827	27545	15329	11910	5941	6285	15881	25006	7506	10138	19304	15195	16209	13022	18243	35017	6578	9209	22665	20643	19227	28430	23982
C:414	ensGene.bed:ENST00000383903,;refGene.bed:NR_002736,;wgRNA.bed:CDBox,;	277	180	210	372	160	250	351	130	100	242	230	176	266	217	222	115	149	260	92	168	225	25	145	181	128	144	111	78
C:415	miRNA.bed:Name=hsa-miR-328-3p,;ensGene.bed:ENST00000385213,;refGene.bed:NM_024712,;	4417	1175	3223	3265	2083	1369	2005	1063	1230	2376	2834	863	2105	2828	4185	1822	2365	3643	2302	1678	2690	977	3747	2003	3280	3019	2582	2239
C:416	pirna2.bed:1,;ensGene.bed:ENST00000568327,;refGene.bed:NM_001030007,;wgRNA.bed:CDBox,;	1386	1050	830	1129	1382	811	932	856	737	1475	962	391	878	1125	3608	2316	2827	1690	1348	1169	1474	1189	1402	1983	975	891	1489	1518
C:417	tRNA.bed:chr8.tRNA10-MetCAT,;pirna2.bed:1,;rmsk.bed:tRNA,;	18994	6251	13873	30936	13456	41434	33018	2473	3126	2671	4803	12068	20129	12005	16008	8690	17224	45201	13842	50249	59226	8131	3346	7152	23879	12751	35655	29906
C:418	tRNA.bed:chr16.tRNA22-MetCAT,;pirna2.bed:1,;rmsk.bed:tRNA,;ensGene.bed:ENST00000562778,;refGene.bed:NM_001282683,;	496	1178	271	558	942	2206	2633	1033	464	375	470	1174	3601	228	11251	6591	14332	30373	9142	35286	41843	4824	1955	4425	13952	7827	26498	19955
C:419	pirna2.bed:1,;ensGene.bed:ENST00000387461,;	5730	3417	2995	1985	3675	2296	3863	4275	5309	6481	4365	1231	10385	6829	6090	3460	3424	2085	2237	2146	3394	2537	4946	6406	2193	5791	4275	3950
C:420		4450	1694	2876	2190	2018	1715	2601	2312	2355	2767	2534	994	4947	4197	3287	1196	1532	1531	1102	1047	2091	667	1780	2150	1225	2545	2076	1653
C:421	ensGene.bed:ENST00000579777,;refGene.bed:NR_037926,;wgRNA.bed:CDBox,;	1664	1286	1104	725	1042	414	724	989	810	1632	1427	335	1022	961	1056	815	655	723	772	236	660	261	918	1021	463	977	474	376
C:422	tRNA.bed:chr17.tRNA8-ThrAGT,;rmsk.bed:tRNA,;ensGene.bed:ENST00000579470,;	907	1658	1129	806	1469	4192	5655	1288	964	286	529	2775	6793	587	901	2340	1466	919	768	3325	5618	2380	294	1769	2793	3343	6758	3929
C:423	tRNA.bed:chr6.tRNA69-ThrAGT,;rmsk.bed:tRNA,;	0	0	0	0	0	40	291	0	0	0	0	0	13	10	10	0	0	0	0	66	223	10	0	0	0	11	0	0
C:424	miRNA.bed:Name=hsa-miR-744-5p,;ensGene.bed:ENST00000538465,;refGene.bed:NM_001281435,;	7225	1800	6261	4487	2731	2622	3360	1748	1908	3618	5005	1705	3231	4825	7117	2354	4862	4812	3223	3558	4391	1853	6534	4033	4852	4395	4709	4006
C:425	pirna2.bed:1,;ensGene.bed:ENST00000478103,;refGene.bed:NR_027174,;wgRNA.bed:CDBox,;	562	243	259	365	287	218	306	92	148	330	329	117	253	369	711	422	707	289	178	202	182	81	276	391	179	190	291	189
C:426	ensGene.bed:ENST00000478103,;refGene.bed:NR_027174,;wgRNA.bed:CDBox,;	410	191	223	445	318	238	309	129	81	253	201	94	207	152	872	394	1325	413	170	444	412	81	70	945	633	667	435	341
C:427	miRNA.bed:Name=hsa-miR-151a-3p,;rmsk.bed:LINE,;ensGene.bed:ENST00000521986,;refGene.bed:NM_005607,;	129268	135843	89821	129157	154396	60095	88600	38361	69071	180580	74167	34261	69552	95155	89410	120973	55325	85418	94389	44603	74377	51327	54326	41177	54413	66408	94512	53492
C:428	miRNA.bed:Name=hsa-miR-28-3p,;rmsk.bed:LINE,;ensGene.bed:ENST00000415906,;refGene.bed:NM_001167671,;	15812	9233	14419	13228	15025	5306	11518	4950	11301	15863	13059	6285	7610	12648	10614	5423	8591	7129	6247	3206	8376	5740	7240	5469	4492	6903	7609	5882
C:429	rmsk.bed:LINE,;ensGene.bed:ENST00000244333,;refGene.bed:NM_014400,;	3061	2238	2118	2251	2875	968	1667	642	1332	4097	2303	615	1215	2452	2255	1861	1343	1493	1822	654	1040	755	1761	1227	1011	1304	1629	954
C:430	pirna2.bed:1,;rmsk.bed:tRNA,;ensGene.bed:ENST00000361390,;	10633	2199	4304	6711	4023	3311	5492	4027	2412	4469	7348	1701	6348	6189	11164	2989	7579	7891	3656	3851	5732	2390	10205	8687	5887	8245	7572	4883
C:431	ensGene.bed:ENST00000540040,;refGene.bed:NM_001190452,;	434	0	0	0	0	0	0	0	0	0	0	0	0	11	921	0	10	0	0	0	0	0	10	412	0	0	0	0
C:432	pirna2.bed:1,;ensGene.bed:ENST00000472628,;refGene.bed:NM_000984,;wgRNA.bed:CDBox,;	133	112	138	229	94	126	157	24	44	99	119	90	94	97	349	205	350	183	69	113	165	140	83	124	94	64	239	96
C:433	pirna2.bed:1,;ensGene.bed:ENST00000578181,;refGene.bed:NM_000984,;wgRNA.bed:CDBox,;	1157	340	587	804	641	407	562	238	334	875	687	224	617	754	1274	528	907	907	529	589	856	369	717	593	818	589	815	702
C:434	ensGene.bed:ENST00000578181,;refGene.bed:NM_000984,;wgRNA.bed:CDBox,;	1434	496	525	766	555	313	630	390	318	1040	848	156	620	757	6536	597	4384	614	309	363	872	2868	706	2394	477	736	1036	509
C:435	miRNA.bed:Name=hsa-miR-3184-3p,;ensGene.bed:ENST00000540900,;refGene.bed:NM_001261467,;	17143	9460	11771	12544	10203	4076	7308	3235	7265	11829	10283	3290	5529	9290	16052	7788	8598	9689	8112	4034	6771	6741	10981	6802	6291	7167	10178	6260
C:436	miRNA.bed:Name=hsa-miR-21-3p,;ensGene.bed:ENST00000592790,;refGene.bed:NR_029493,;	49734	35023	33306	28886	37104	14931	25584	12429	21967	43506	27028	15209	15511	24586	39147	37165	19689	23507	27544	14273	25554	7153	29433	8786	14756	19639	23444	23022
C:437	ensGene.bed:ENST00000362883,;refGene.bed:NR_004380,;wgRNA.bed:CDBox,;	13492	10667	10222	16161	11729	6189	10976	4275	5959	12503	8058	4982	7967	9114	11964	12803	10307	12923	9909	5891	12045	5379	4782	6259	6757	7821	10042	8630
C:438	miRNA.bed:Name=hsa-miR-3615,;ensGene.bed:ENST00000583369,;refGene.bed:NM_004252,;	121	571	111	409	129	46	27	56	140	339	67	40	76	163	179	918	74	466	159	79	75	10	131	22	86	261	211	110
C:439	pirna2.bed:1,;ensGene.bed:ENST00000363091,;refGene.bed:NR_038109,;wgRNA.bed:CDBox,;	805	201	363	663	407	244	547	375	294	508	504	217	447	562	400	139	200	234	96	73	222	279	208	554	172	222	192	137
C:440	miRNA.bed:Name=hsa-miR-338-3p,;ensGene.bed:ENST00000572339,;refGene.bed:NM_004920,;	808	117	616	919	346	284	580	314	202	487	816	310	666	669	507	95	321	657	230	211	529	11	400	178	331	219	409	192
C:441	miRNA.bed:Name=hsa-miR-22-3p,;ensGene.bed:ENST00000362190,;refGene.bed:NR_028502,;	656386	199037	419339	459255	288588	201270	345328	171104	189204	389227	459448	183695	308924	488887	462541	186145	261405	291193	165055	154446	253608	51665	314196	211677	213240	249409	209794	186938
C:442	miRNA.bed:Name=hsa-miR-132-3p,;ensGene.bed:ENST00000591554,;refGene.bed:NR_029674,;	17195	4557	13318	27297	7651	8517	12976	6565	2000	10025	11186	4893	15111	20492	10880	4280	7861	24818	6767	8156	14007	2490	10312	5738	17459	12133	7330	4994
C:443	miRNA.bed:Name=hsa-miR-212-5p,;ensGene.bed:ENST00000586026,;refGene.bed:NR_029625,;	1505	353	1048	2370	466	718	814	566	117	920	882	368	1311	1397	1126	419	704	2141	448	760	937	183	1019	411	1157	899	669	445
C:444	ensGene.bed:ENST00000575049,;refGene.bed:NM_018128,;wgRNA.bed:CDBox,;	275	214	183	457	267	259	245	184	100	352	197	153	221	216	258	279	199	266	155	144	197	41	106	138	156	125	229	146
C:445	pirna2.bed:1,;ensGene.bed:ENST00000575049,;refGene.bed:NM_018128,;wgRNA.bed:CDBox,;	1882	1004	1049	1842	1621	750	1183	524	819	1959	1202	626	1001	1351	1301	1125	884	1109	861	457	944	213	640	608	703	619	1066	671
C:446	miRNA.bed:Name=hsa-miR-497-3p,;ensGene.bed:ENST00000572547,;refGene.bed:NR_030178,;	5431	1744	4157	3611	2637	2207	2906	2095	2937	3180	3333	1723	2272	3072	2704	1405	1915	2574	1804	1236	2603	417	2894	3011	3810	3054	1875	2198
C:447	miRNA.bed:Name=hsa-miR-324-3p,;ensGene.bed:ENST00000579546,;refGene.bed:NM_001033859,;	1200	492	1191	1689	971	704	1084	637	480	821	1029	521	1014	1294	1014	672	732	1796	1111	777	1520	133	898	676	1596	1240	997	1036
C:448	miRNA.bed:Name=hsa-miR-33b-5p,;ensGene.bed:ENST00000355815,;refGene.bed:NM_001005291,;	1052	2690	1461	1167	3238	1090	1062	560	1413	2958	668	402	392	1389	1100	4791	1090	1202	4147	1381	1721	117	1322	611	1557	2051	1453	1304
C:449	miRNA.bed:Name=hsa-miR-33a-3p,;ensGene.bed:ENST00000491541,;refGene.bed:NR_103834,;	824	537	729	457	772	499	600	287	445	767	609	275	269	721	584	622	418	407	809	450	684	109	500	313	813	662	281	648
C:450	miRNA.bed:Name=hsa-miR-1180-3p,;ensGene.bed:ENST00000477478,;refGene.bed:NM_001243475,;	2712	309	1551	1630	625	630	875	434	464	1003	1881	579	1318	1601	2902	348	1383	1785	720	851	1209	321	2047	1163	1241	1142	1054	872
C:451	miRNA.bed:Name=hsa-miR-451b,;ensGene.bed:ENST00000385059,;refGene.bed:NR_029970,;	8095	7267	11306	26433	7525	9712	8972	7253	3994	11709	16454	19080	8303	4156	5012	6904	6667	16213	4139	6175	5823	2158	5743	5917	2765	13868	19004	13828
C:452	miRNA.bed:Name=hsa-miR-144-3p,;ensGene.bed:ENST00000384886,;refGene.bed:NR_029685,;	619	671	1252	2027	638	952	661	653	428	1357	2655	1959	513	309	464	767	789	1351	429	743	448	177	1023	521	266	908	799	1252
C:454	miRNA.bed:Name=hsa-miR-152-5p,;ensGene.bed:ENST00000582553,;refGene.bed:NM_016429,;	1062	605	1312	1074	921	621	718	393	1150	1058	870	579	614	952	765	449	781	652	465	472	557	981	480	701	441	438	759	548
C:455	miRNA.bed:Name=hsa-miR-10a-5p,;ensGene.bed:ENST00000552000,;refGene.bed:NR_029608,;	1175	236	1003	953	91	504	496	397	592	460	1798	704	382	895	688	214	555	585	35	398	402	372	2182	170	352	324	435	362
C:456	miRNA.bed:Name=hsa-miR-142-3p,;ensGene.bed:ENST00000580633,;refGene.bed:NR_038410,;	5370	4170	4906	4026	5400	2695	4307	2152	2715	5312	5643	3046	2401	3813	3765	3589	3073	2044	2218	1543	2098	1007	2929	1803	1437	2362	2214	2764
C:457	miRNA.bed:Name=hsa-miR-454-3p,;ensGene.bed:ENST00000584089,;refGene.bed:NM_001100595,;	1575	1229	1569	1905	2015	925	1382	612	1317	1714	1407	586	1053	1629	1033	936	873	1083	1160	632	854	520	736	447	771	705	860	766
C:458	miRNA.bed:Name=hsa-miR-301a-5p,;ensGene.bed:ENST00000584089,;refGene.bed:NM_001100595,;	10860	6333	10451	10359	8474	5012	8130	3686	7659	9721	9216	3897	7070	9929	6908	5661	5828	5920	4643	3440	5547	1028	5114	3064	4219	4288	4762	4388
C:459	miRNA.bed:Name=hsa-miR-301b,;ensGene.bed:ENST00000498589,;refGene.bed:NR_030622,;	1123	381	667	762	541	365	670	346	350	714	666	345	543	686	696	369	305	428	283	222	386	78	444	290	476	463	395	303
C:460	miRNA.bed:Name=hsa-miR-338-3p,;ensGene.bed:ENST00000572339,;refGene.bed:NM_004920,;	67104	147859	51867	86100	173117	40260	78658	25221	73113	140476	36406	21037	26540	58500	41020	148208	30675	54794	101683	28600	47734	24439	29644	18783	35159	49339	64627	41615
C:461	ensGene.bed:ENST00000589499,;refGene.bed:NR_003003,;wgRNA.bed:scaRna,;	565	193	203	292	331	133	227	92	132	336	209	60	199	259	370	219	197	396	256	122	278	48	223	139	151	228	283	234
