mirna	cc1	cc2	cc3	cc4	cc5	cc6	cc7	ct1	ct2	ct3	ct4	ct5	ct6	ct7	pc1	pc2	pc3	pc4	pc5	pc6	pc7	pt1	pt2	pt3	pt4	pt5	pt6	pt7
hsa-miR-648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6499-5p	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6500-3p	22.0	14.0	12.0	14.0	43.0	11.0	31.0	5.0	21.0	13.0	18.0	25.0	21.0	22.0	24.0	22.0	37.0	19.0	47.0	13.0	23.0	14.0	21.0	21.0	10.0	8.0	12.0	32.0
hsa-miR-6501-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6502-5p	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6503-3p	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	2.0	0.0	0.0	2.0
hsa-miR-6503-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0	0.0
hsa-miR-6504-5p	11.0	11.0	4.0	0.0	3.0	2.0	7.0	0.0	5.0	0.0	9.0	5.0	12.0	3.0	10.0	17.0	6.0	4.0	0.0	2.0	6.0	4.0	5.0	13.0	9.0	0.0	4.0	9.0
hsa-miR-6505-3p	18.0	0.0	5.0	0.0	0.0	2.0	2.0	0.0	9.0	0.0	4.0	4.0	0.0	0.0	6.0	2.0	6.0	6.0	3.0	5.0	2.0	0.0	3.0	6.0	7.0	5.0	7.0	13.0
hsa-miR-6505-5p	40.0	7.0	16.0	20.0	3.0	7.0	20.0	12.0	16.0	9.0	17.0	18.0	16.0	7.0	69.0	10.0	18.0	24.0	20.0	14.0	17.0	10.0	5.0	21.0	28.0	5.0	26.0	46.0
hsa-miR-6507-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
hsa-miR-6507-5p	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	4.0
hsa-miR-6508-3p	0.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	3.0	3.0	0.0
hsa-miR-6508-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0
hsa-miR-6509-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
hsa-miR-6509-5p	2.0	2.0	2.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	3.0	0.0	0.0	2.0	2.0	2.0	6.0	2.0
hsa-miR-651-5p	100.0	17.0	50.0	55.0	33.0	42.0	43.0	10.0	34.0	28.0	41.0	44.0	40.0	55.0	170.0	22.0	89.0	62.0	79.0	48.0	51.0	32.0	40.0	80.0	112.0	37.0	63.0	99.0
hsa-miR-6511a-3p	233.0	135.0	145.0	307.0	234.0	152.0	327.0	36.0	366.0	156.0	344.0	315.0	192.0	228.0	355.0	118.0	227.0	254.0	240.0	124.0	205.0	170.0	93.0	189.0	245.0	111.0	250.0	277.0
hsa-miR-6511a-5p	13.0	3.0	6.0	5.0	4.0	6.0	11.0	0.0	26.0	17.0	6.0	13.0	4.0	10.0	32.0	0.0	5.0	12.0	6.0	11.0	12.0	13.0	5.0	5.0	20.0	3.0	9.0	21.0
hsa-miR-6511b-3p	304.0	135.0	154.0	264.0	194.0	115.0	294.0	39.0	332.0	184.0	292.0	284.0	209.0	141.0	370.0	123.0	253.0	237.0	172.0	120.0	184.0	146.0	88.0	206.0	263.0	95.0	208.0	290.0
hsa-miR-6511b-5p	24.0	5.0	8.0	5.0	4.0	6.0	11.0	0.0	32.0	17.0	6.0	15.0	8.0	10.0	39.0	2.0	5.0	12.0	10.0	13.0	12.0	13.0	7.0	5.0	26.0	3.0	12.0	26.0
hsa-miR-6513-3p	3.0	0.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	2.0	5.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0
hsa-miR-6513-5p	7.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	2.0	9.0	4.0	5.0	0.0	7.0	4.0	5.0	2.0	3.0	15.0	0.0	0.0	0.0	4.0
hsa-miR-6514-3p	0.0	0.0	0.0	6.0	0.0	4.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	3.0	4.0	0.0	0.0	4.0	3.0	0.0	2.0	0.0	0.0	4.0	0.0	0.0	3.0	0.0
hsa-miR-6514-5p	8.0	2.0	6.0	8.0	5.0	0.0	11.0	0.0	9.0	6.0	2.0	12.0	12.0	0.0	13.0	2.0	15.0	10.0	5.0	5.0	11.0	2.0	0.0	14.0	13.0	0.0	5.0	5.0
hsa-miR-6515-3p	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6515-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6516-3p	34.0	13.0	24.0	42.0	18.0	32.0	26.0	2.0	34.0	33.0	34.0	35.0	20.0	21.0	68.0	19.0	49.0	47.0	35.0	39.0	50.0	24.0	11.0	33.0	62.0	26.0	35.0	47.0
hsa-miR-6516-5p	36.0	23.0	23.0	40.0	16.0	17.0	36.0	2.0	50.0	15.0	34.0	38.0	29.0	19.0	62.0	17.0	38.0	56.0	24.0	23.0	41.0	15.0	6.0	27.0	51.0	23.0	40.0	63.0
hsa-miR-652-3p	1484.0	645.0	921.0	1699.0	1027.0	963.0	1426.0	459.0	1129.0	622.0	926.0	1103.0	1290.0	1208.0	2156.0	447.0	1464.0	1776.0	1014.0	901.0	1109.0	697.0	770.0	955.0	1264.0	624.0	1249.0	1614.0
hsa-miR-652-5p	57.0	24.0	27.0	24.0	11.0	5.0	7.0	19.0	15.0	22.0	13.0	9.0	19.0	12.0	113.0	3.0	53.0	37.0	26.0	8.0	18.0	5.0	24.0	20.0	28.0	13.0	14.0	25.0
hsa-miR-653-3p	11.0	0.0	19.0	16.0	3.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	13.0	0.0	25.0	36.0	4.0	2.0	2.0	0.0	0.0	0.0	30.0	0.0	12.0	20.0
hsa-miR-653-5p	30.0	3.0	55.0	78.0	3.0	9.0	25.0	0.0	14.0	5.0	5.0	5.0	2.0	5.0	51.0	4.0	103.0	149.0	19.0	16.0	25.0	8.0	4.0	23.0	80.0	14.0	27.0	67.0
hsa-miR-654-3p	9350.0	2012.0	5274.0	8181.0	2776.0	4140.0	6802.0	1619.0	8928.0	3651.0	4735.0	4283.0	5192.0	4587.0	12759.0	1817.0	8057.0	9810.0	3085.0	4190.0	6667.0	3816.0	2388.0	4783.0	7446.0	3586.0	7333.0	8942.0
hsa-miR-654-5p	86.0	0.0	47.0	50.0	17.0	21.0	59.0	34.0	81.0	32.0	32.0	32.0	33.0	33.0	74.0	4.0	50.0	71.0	13.0	22.0	44.0	35.0	9.0	23.0	35.0	18.0	54.0	51.0
hsa-miR-655-3p	263.0	30.0	155.0	191.0	69.0	119.0	180.0	28.0	121.0	79.0	146.0	145.0	94.0	106.0	443.0	52.0	252.0	354.0	124.0	180.0	277.0	178.0	64.0	143.0	267.0	142.0	295.0	398.0
hsa-miR-655-5p	17.0	0.0	5.0	8.0	2.0	2.0	4.0	0.0	12.0	3.0	4.0	6.0	3.0	0.0	19.0	0.0	9.0	17.0	0.0	2.0	4.0	2.0	0.0	8.0	14.0	0.0	7.0	9.0
hsa-miR-656-3p	1079.0	175.0	659.0	789.0	215.0	345.0	678.0	184.0	603.0	485.0	645.0	499.0	291.0	436.0	1568.0	228.0	1201.0	1549.0	680.0	673.0	1329.0	558.0	201.0	619.0	1260.0	669.0	1036.0	1455.0
hsa-miR-656-5p	30.0	3.0	14.0	13.0	9.0	10.0	14.0	2.0	27.0	13.0	18.0	14.0	4.0	10.0	20.0	0.0	30.0	24.0	8.0	12.0	21.0	5.0	7.0	10.0	23.0	3.0	19.0	34.0
hsa-miR-657	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
hsa-miR-659-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0
hsa-miR-659-5p	47.0	14.0	39.0	34.0	29.0	12.0	38.0	6.0	30.0	30.0	31.0	30.0	35.0	23.0	85.0	24.0	53.0	49.0	36.0	28.0	34.0	16.0	17.0	43.0	67.0	11.0	36.0	44.0
hsa-miR-660-3p	5.0	3.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	3.0	2.0	3.0	4.0	12.0	7.0	7.0	8.0	5.0	0.0	8.0	2.0	6.0	3.0	12.0	2.0	8.0	9.0
hsa-miR-660-5p	1743.0	1260.0	1207.0	2298.0	1537.0	1155.0	1870.0	334.0	1437.0	737.0	1292.0	1404.0	1350.0	1424.0	2513.0	1129.0	2046.0	2509.0	1917.0	1110.0	1830.0	927.0	1343.0	1624.0	2037.0	993.0	1446.0	2165.0
hsa-miR-663a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-664a-3p	853.0	585.0	492.0	894.0	431.0	388.0	700.0	63.0	359.0	190.0	432.0	470.0	518.0	501.0	1399.0	209.0	799.0	1083.0	654.0	478.0	889.0	262.0	255.0	369.0	786.0	310.0	920.0	1181.0
hsa-miR-664a-5p	143.0	60.0	82.0	160.0	84.0	74.0	99.0	27.0	139.0	56.0	79.0	97.0	77.0	65.0	181.0	66.0	154.0	194.0	131.0	83.0	149.0	75.0	89.0	116.0	200.0	63.0	142.0	168.0
hsa-miR-664b-3p	60.0	91.0	36.0	83.0	51.0	35.0	49.0	4.0	34.0	24.0	52.0	51.0	49.0	51.0	104.0	55.0	71.0	86.0	65.0	39.0	59.0	26.0	27.0	44.0	55.0	30.0	70.0	70.0
hsa-miR-664b-5p	7.0	2.0	3.0	8.0	2.0	3.0	4.0	3.0	4.0	6.0	2.0	9.0	3.0	2.0	14.0	7.0	16.0	10.0	6.0	5.0	5.0	0.0	6.0	13.0	9.0	2.0	7.0	6.0
hsa-miR-665	30.0	6.0	11.0	17.0	10.0	14.0	34.0	2.0	29.0	15.0	32.0	21.0	16.0	22.0	18.0	3.0	12.0	32.0	5.0	6.0	19.0	12.0	4.0	9.0	21.0	17.0	8.0	30.0
hsa-miR-668-3p	521.0	101.0	399.0	506.0	216.0	247.0	334.0	74.0	539.0	275.0	255.0	335.0	306.0	301.0	512.0	67.0	492.0	452.0	160.0	187.0	280.0	128.0	123.0	201.0	308.0	161.0	320.0	379.0
hsa-miR-670-3p	130.0	28.0	112.0	227.0	62.0	117.0	202.0	5.0	46.0	32.0	72.0	67.0	44.0	56.0	181.0	37.0	213.0	363.0	117.0	137.0	193.0	50.0	66.0	107.0	166.0	38.0	155.0	210.0
hsa-miR-671-3p	709.0	187.0	386.0	417.0	222.0	210.0	376.0	282.0	571.0	344.0	322.0	362.0	385.0	275.0	845.0	138.0	592.0	491.0	256.0	218.0	345.0	158.0	165.0	429.0	486.0	175.0	340.0	513.0
hsa-miR-671-5p	234.0	11.0	113.0	78.0	21.0	34.0	59.0	39.0	63.0	66.0	61.0	47.0	43.0	60.0	413.0	31.0	187.0	138.0	90.0	76.0	116.0	48.0	17.0	88.0	196.0	39.0	127.0	251.0
hsa-miR-6715a-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
hsa-miR-6716-3p	46.0	89.0	18.0	38.0	60.0	25.0	47.0	32.0	46.0	18.0	18.0	41.0	61.0	18.0	50.0	97.0	40.0	64.0	121.0	27.0	47.0	14.0	54.0	115.0	29.0	12.0	20.0	36.0
hsa-miR-6717-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6718-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6720-3p	8.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	6.0	0.0	3.0	2.0	0.0	0.0	4.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0
hsa-miR-6720-5p	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0
hsa-miR-6721-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	4.0	0.0	0.0	2.0	0.0	0.0	0.0	4.0	6.0	8.0
hsa-miR-6723-5p	31.0	6.0	49.0	57.0	15.0	26.0	68.0	0.0	23.0	6.0	23.0	39.0	20.0	6.0	38.0	10.0	54.0	51.0	14.0	13.0	37.0	12.0	26.0	19.0	26.0	19.0	21.0	71.0
hsa-miR-6724-5p	0.0	0.0	3.0	4.0	4.0	0.0	0.0	0.0	4.0	0.0	3.0	4.0	2.0	3.0	2.0	2.0	2.0	4.0	6.0	0.0	2.0	0.0	0.0	0.0	2.0	2.0	0.0	2.0
hsa-miR-6726-3p	15.0	12.0	8.0	15.0	15.0	4.0	7.0	0.0	12.0	7.0	9.0	19.0	12.0	2.0	11.0	2.0	15.0	4.0	11.0	5.0	12.0	0.0	7.0	8.0	17.0	2.0	12.0	11.0
hsa-miR-6727-3p	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6727-5p	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6729-3p	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	4.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6730-3p	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6730-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
hsa-miR-6732-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
hsa-miR-6733-3p	6.0	5.0	2.0	4.0	0.0	0.0	6.0	2.0	2.0	0.0	2.0	4.0	0.0	3.0	2.0	0.0	3.0	5.0	7.0	5.0	5.0	3.0	3.0	6.0	3.0	2.0	2.0	8.0
hsa-miR-6733-5p	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	4.0	6.0	0.0	4.0	0.0	2.0	2.0	0.0	0.0	0.0	4.0	2.0	0.0	2.0
hsa-miR-6734-3p	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0
hsa-miR-6734-5p	3.0	2.0	2.0	2.0	7.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0	3.0	2.0	4.0	3.0	3.0	12.0	0.0	2.0	0.0	3.0	13.0	2.0	0.0	0.0	0.0
hsa-miR-6735-3p	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0
hsa-miR-6735-5p	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	4.0	0.0	0.0	0.0	0.0
hsa-miR-6737-3p	13.0	7.0	4.0	14.0	7.0	0.0	3.0	2.0	10.0	3.0	7.0	10.0	5.0	5.0	39.0	14.0	13.0	12.0	17.0	4.0	5.0	2.0	6.0	22.0	8.0	0.0	7.0	14.0
hsa-miR-6738-3p	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
hsa-miR-6739-3p	2.0	6.0	0.0	3.0	0.0	4.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	0.0	6.0	2.0	2.0	2.0	2.0	5.0	2.0	5.0	3.0	2.0	5.0
hsa-miR-6741-3p	15.0	2.0	10.0	11.0	11.0	0.0	6.0	8.0	18.0	5.0	4.0	8.0	15.0	8.0	10.0	7.0	16.0	10.0	8.0	3.0	6.0	4.0	10.0	19.0	12.0	0.0	7.0	6.0
hsa-miR-6742-3p	14.0	0.0	11.0	3.0	4.0	0.0	3.0	4.0	7.0	6.0	3.0	4.0	2.0	0.0	19.0	0.0	12.0	3.0	5.0	0.0	4.0	0.0	3.0	9.0	10.0	6.0	0.0	6.0
hsa-miR-6743-3p	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	4.0	0.0	7.0	2.0	2.0	0.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	5.0	0.0
hsa-miR-6746-3p	4.0	0.0	8.0	2.0	2.0	0.0	6.0	0.0	5.0	2.0	3.0	0.0	8.0	7.0	9.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	9.0	2.0	8.0	3.0
hsa-miR-6747-3p	7.0	0.0	6.0	3.0	5.0	5.0	2.0	2.0	7.0	4.0	2.0	7.0	3.0	2.0	13.0	2.0	6.0	8.0	6.0	2.0	6.0	0.0	3.0	6.0	12.0	4.0	9.0	6.0
hsa-miR-6748-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0
hsa-miR-6749-3p	8.0	2.0	2.0	3.0	2.0	0.0	0.0	0.0	4.0	0.0	3.0	2.0	0.0	0.0	4.0	2.0	5.0	5.0	2.0	0.0	2.0	4.0	0.0	5.0	2.0	0.0	0.0	5.0
hsa-miR-675-3p	0.0	0.0	2.0	0.0	0.0	5.0	2.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
hsa-miR-6750-3p	6.0	6.0	7.0	17.0	4.0	0.0	5.0	0.0	3.0	4.0	4.0	8.0	5.0	4.0	23.0	8.0	13.0	11.0	9.0	0.0	5.0	0.0	3.0	14.0	7.0	3.0	3.0	2.0
hsa-miR-6750-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
hsa-miR-6751-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6751-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6752-3p	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
hsa-miR-6754-3p	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6755-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
hsa-miR-6756-3p	14.0	16.0	4.0	7.0	18.0	0.0	4.0	0.0	4.0	2.0	0.0	3.0	15.0	2.0	11.0	12.0	5.0	8.0	11.0	0.0	8.0	3.0	3.0	16.0	3.0	2.0	2.0	10.0
hsa-miR-6757-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6757-5p	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0
hsa-miR-6758-3p	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	3.0	0.0	0.0	6.0	0.0	3.0	0.0	0.0	5.0	0.0	0.0	2.0	0.0
hsa-miR-676-3p	25.0	13.0	8.0	20.0	10.0	3.0	17.0	4.0	7.0	15.0	9.0	14.0	14.0	11.0	21.0	29.0	15.0	35.0	21.0	11.0	19.0	6.0	9.0	30.0	11.0	15.0	18.0	23.0
hsa-miR-676-5p	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	4.0	0.0	0.0
hsa-miR-6760-3p	2.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0	6.0	3.0	2.0	6.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0
hsa-miR-6761-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6761-5p	0.0	2.0	2.0	5.0	2.0	2.0	3.0	0.0	2.0	3.0	5.0	3.0	6.0	0.0	8.0	0.0	5.0	8.0	4.0	2.0	2.0	0.0	2.0	2.0	2.0	0.0	4.0	2.0
hsa-miR-6762-3p	14.0	5.0	15.0	14.0	4.0	6.0	12.0	2.0	5.0	0.0	8.0	4.0	5.0	9.0	16.0	7.0	15.0	19.0	18.0	2.0	6.0	0.0	5.0	12.0	14.0	0.0	11.0	13.0
hsa-miR-6764-3p	2.0	2.0	3.0	4.0	2.0	0.0	3.0	0.0	7.0	5.0	0.0	3.0	0.0	3.0	5.0	0.0	3.0	0.0	2.0	3.0	4.0	0.0	2.0	6.0	2.0	0.0	2.0	6.0
hsa-miR-6764-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6765-3p	0.0	0.0	2.0	6.0	0.0	2.0	2.0	0.0	2.0	0.0	4.0	0.0	0.0	2.0	4.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0
hsa-miR-6766-3p	4.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	12.0	3.0	0.0	4.0	2.0	0.0	2.0	0.0	4.0	2.0	3.0	0.0	2.0	8.0
hsa-miR-6767-5p	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6769a-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
