id	nloci	ann	ct4	ct5	ct6	ct7	ct1	ct2	ct3	cc5	cc4	cc7	cc6	cc1	cc3	cc2	pt7	pt6	pt5	pt4	pt3	pt2	pt1	pc2	pc3	pc1	pc6	pc7	pc4	pc5
326	0	repeat miRNA gene|repeat::LINE,LINE;miRNA::hsa-miR-1271-3p,hsa-miR-1271-5p;gene::ARL10,MIR1271,ARL10	44	33	52	25	38	151	107	59	134	70	41	93	53	192	28	50	26	202	265	132	73	218	105	202	60	127	189	275
327	0	gene miRNA|gene::MIR186,ZRANB2,ZRANB2;miRNA::hsa-miR-186-5p,hsa-miR-186-3p	7262	9142	10707	6133	8424	7677	7867	8519	12543	10740	5018	18923	12967	11725	26918	19403	12021	23763	30856	15388	9414	20023	25064	31146	12369	27894	34999	30100
328	0	ncrna gene|ncrna::U35A;gene::RPL13A,RPL13A,RPL13A,SNORD35A,RPL13AP5	29	26	23	17	0	25	16	32	42	27	17	16	10	6	18	23	3	26	35	21	16	46	41	45	27	30	31	51
329	0	ncrna gene|ncrna::ACA54;gene::SNORA54,NAP1L4	38	35	14	28	0	16	29	39	27	22	18	23	10	27	47	81	23	50	72	43	73	51	52	42	38	59	62	111
330	0	gene miRNA|gene::MIR2355,KLF7,KLF7,KLF7,KLF7,KLF7;miRNA::hsa-miR-2355-5p,hsa-miR-2355-3p	58	75	75	48	25	89	70	161	100	63	47	102	67	111	73	81	41	80	168	101	53	113	93	153	46	93	130	261
331	0	ncrna gene|ncrna::U93;gene::SNHG10,SCARNA13,SNHG10	4	4	3	0	0	0	3	3	4	0	4	6	0	0	24	33	11	3	10	0	0	18	23	22	35	37	37	21
332	0	gene miRNA|gene::MIR6716,PHLDB1,PHLDB1,PHLDB1;miRNA::hsa-miR-6716-3p	14	37	51	14	28	40	18	60	34	41	23	40	14	79	34	16	12	29	111	44	10	85	34	50	27	45	58	118
333	0	gene miRNA|gene::MIR758;miRNA::hsa-miR-758-3p,hsa-miR-758-5p	679	790	596	546	172	927	715	371	962	789	561	1499	935	225	1777	1159	494	1582	670	334	507	262	1646	2258	780	1034	1494	538
334	0	gene|gene::LOC100507412,RNA45S5;gene::LOC100507412,RNA45S5	0	58	0	16	244	43	456	0	0	0	0	0	0	12	0	3	0	0	0	50	218	15	0	0	0	0	0	0
335	0	|	54	79	79	53	10	74	35	64	105	119	33	161	100	32	154	73	50	115	119	42	52	10	119	210	48	102	174	70
336	0	gene miRNA|gene::MIR3607,COX7C;miRNA::hsa-miR-3607-5p,hsa-miR-3607-3p	433	455	268	309	0	607	457	342	623	597	349	752	362	155	2228	1788	615	1983	2215	743	1060	850	1369	3283	1299	1845	1902	1779
337	0	ncrna gene|ncrna::U27;gene::SNHG1,SNORD27	297	285	325	330	108	296	348	330	460	272	220	491	328	429	1001	672	311	899	1081	580	336	726	711	1251	527	717	890	809
338	0	gene miRNA|gene::MIR424;miRNA::hsa-miR-424-5p,hsa-miR-424-3p	486	560	313	307	99	400	255	359	453	640	307	408	358	501	812	468	385	556	433	268	288	618	647	568	403	842	584	664
339	0	gene miRNA|gene::MIR144;miRNA::hsa-miR-144-5p,hsa-miR-144-3p	400	1527	1054	1918	256	1312	725	641	1694	636	965	632	1093	1056	441	636	2598	3134	1679	584	794	905	1614	762	1137	850	2439	820
340	0	gene miRNA|gene::MIR655,MIR381HG;miRNA::hsa-miR-655-5p,hsa-miR-655-3p	148	145	95	101	26	125	78	69	195	170	111	272	154	28	403	296	140	281	145	64	174	50	255	435	178	274	369	124
341	0	repeat|repeat::LTR	246	192	241	149	31	137	60	426	445	316	176	177	115	740	21	15	6	31	80	47	15	75	21	38	20	35	54	65
342	0	gene miRNA|gene::MIR155,MIR155HG;miRNA::hsa-miR-155-5p	356	183	327	342	256	247	112	299	355	416	198	522	285	214	486	295	294	411	253	305	271	211	497	799	272	433	515	486
343	0	ncrna gene|ncrna::U36C;gene::SNORD36C,RPL7A	17	18	7	10	0	7	7	11	19	3	6	6	0	4	38	56	8	28	51	18	21	40	15	101	59	47	58	41
344	0	ncrna gene|ncrna::ACA57;gene::SCARNA11,CHD4,CHD4	12	7	26	9	3	7	6	4	40	20	98	15	11	6	19	19	58	41	14	15	3	6	27	39	193	38	109	25
345	0	ncrna gene|ncrna::E3;gene::SNORA63,EIF4A2	95	127	134	106	134	223	121	147	150	97	90	282	206	138	293	149	78	283	340	240	86	219	337	417	106	191	221	194
346	0	gene miRNA|gene::MIR187;miRNA::hsa-miR-187-3p	195	62	66	69	18	72	89	176	333	137	105	186	142	23	197	105	31	123	62	23	27	11	269	210	85	92	249	129
347	0	ncrna gene|ncrna::ACA47;gene::SCARNA16,SNHG20,SEC14L1,SEC14L1	29	0	15	19	18	7	22	9	32	29	76	0	6	16	20	140	147	34	31	75	163	179	19	14	358	215	138	106
348	0	repeat miRNA gene|repeat::SINE;miRNA::hsa-miR-370-3p,hsa-miR-370-5p;gene::MIR370	1117	1114	786	625	514	1107	680	546	1285	1201	601	1648	932	234	1549	978	367	1301	754	309	631	324	1200	2175	561	1005	1293	543
349	0	gene miRNA|gene::MIR873,LINGO2;miRNA::hsa-miR-873-5p,hsa-miR-873-3p	4022	2736	2660	2806	852	3057	3443	1675	2879	4028	2500	5643	3328	1086	4676	4237	2527	4051	3276	597	1988	977	5227	6336	2685	3362	3368	2435
350	0	ncrna gene|ncrna::U71b;gene::SNORA71B,SNHG17,SNHG17	0	6	0	0	27	7	52	0	0	0	0	0	0	0	0	47	47	4	7	61	85	29	0	0	21	27	7	8
351	0	gene miRNA|gene::MIR377;miRNA::hsa-miR-377-5p,hsa-miR-377-3p	593	794	568	632	167	693	576	310	904	846	446	1703	760	192	2230	1628	781	1510	746	303	774	264	1472	2834	908	1546	1873	749
352	0	repeat miRNA gene|repeat::DNA;miRNA::hsa-miR-5683;gene::MIR5683,F13A1	281	297	244	266	122	118	81	50	367	144	295	958	456	93	289	528	394	319	398	75	98	138	805	1490	436	242	653	131
353	0	ncrna gene|ncrna::mgU12-22/U4-8,U91;gene::SCARNA17,SNHG22	104	121	129	122	0	71	82	125	204	214	58	125	87	83	376	286	122	337	511	230	148	321	341	768	221	359	434	452
354	0	gene miRNA|gene::MIR505;miRNA::hsa-miR-505-3p,hsa-miR-505-5p	169	204	206	176	24	150	67	317	416	236	126	254	152	212	284	147	117	232	357	183	101	265	274	465	178	254	497	430
355	0	repeat gene|repeat::Low_complexity;gene::ZNF316	7	154	0	3	87	36	362	0	3	0	0	0	0	4	3	24	4	3	0	77	292	0	0	0	0	0	5	0
356	0	gene miRNA|gene::MCM7,MCM7,MIR93,MCM7;miRNA::hsa-miR-93-5p,hsa-miR-93-3p	4540	5569	7054	5081	1899	4817	2419	8918	8259	7228	3772	5253	3831	9924	5129	3438	2713	4738	8959	6066	2768	8074	6076	6739	3535	5450	8974	10345
357	0	ncrna gene|ncrna::HBI-6;gene::SNORA26,DANCR	31	49	33	39	15	71	102	35	26	22	8	46	44	23	55	52	42	73	70	86	66	57	69	81	27	64	67	51
358	0	ncrna gene|ncrna::HBII-99B;gene::SNORD12B,ZFAS1,ZFAS1,ZFAS1,ZFAS1,ZFAS1	47	109	39	90	59	180	340	84	87	79	156	151	56	43	439	291	180	405	498	274	280	360	312	588	346	298	348	378
359	0	gene miRNA|gene::MIR152,COPZ2;miRNA::hsa-miR-152-3p,hsa-miR-152-5p	540	540	886	691	1117	589	891	577	776	652	556	895	921	556	1115	709	695	1015	1257	1335	454	751	1519	1295	731	856	1220	1032
360	0	gene miRNA|gene::MIR1185-1;miRNA::hsa-miR-1185-5p,hsa-miR-1185-1-3p;gene::MIR1185-2;miRNA::hsa-miR-1185-5p,hsa-miR-1185-2-3p	735	930	443	638	79	1123	803	377	917	883	561	1708	998	150	2189	1304	676	2173	967	352	687	229	1813	2680	852	1546	1560	706
361	0	gene miRNA|gene::MIR3613,DLEU2;miRNA::hsa-miR-3613-5p,hsa-miR-3613-3p	95	112	49	81	88	36	51	144	76	123	97	207	131	125	342	166	144	203	337	218	84	329	296	273	279	399	278	702
362	0	ncrna miRNA gene|ncrna::ACA36;miRNA::hsa-miR-664b-5p,hsa-miR-664b-3p;gene::SNORA36A,MIR664B,DKC1,DKC1,DKC1,DKC1,DKC1,DKC1	50	56	50	49	3	42	28	45	83	51	36	55	37	90	73	58	28	58	54	29	24	58	81	104	40	57	90	65
363	0	ncrna gene|ncrna::ACA49;gene::SNORA49,EP400	31	16	7	14	0	24	5	23	34	27	11	3	15	3	28	34	24	23	23	30	35	11	35	38	25	41	52	32
364	0	ncrna gene|ncrna::U16;gene::SNORD16,RPL4	62	54	41	70	19	22	96	48	98	132	111	64	68	50	72	184	157	60	33	68	166	101	106	76	287	171	235	67
365	0	gene|gene::SNORD135,TNPO2,TNPO2,TNPO2	343	296	294	270	44	267	272	307	346	388	213	326	269	261	834	650	300	645	712	474	530	631	711	1007	802	530	744	1338
366	0	gene miRNA|gene::MIR3117,SGIP1,SGIP1;miRNA::hsa-miR-3117-3p	202	106	294	161	26	181	136	215	149	307	149	384	181	412	366	198	155	48	281	175	76	390	236	545	171	305	200	305
367	0	gene miRNA|gene::MIR550A1,ZNRF2,MIR550B1;miRNA::hsa-miR-550b-3p,hsa-miR-550b-2-5p,hsa-miR-550a-5p,hsa-miR-550a-3p;gene::MIR550B2,MIR550A2;miRNA::hsa-miR-550a-5p,hsa-miR-550a-3p,hsa-miR-550b-3p,hsa-miR-550b-2-5p	21	21	46	28	3	25	25	32	64	50	22	66	56	24	64	53	24	51	57	38	13	47	81	114	22	65	83	51
368	0	ncrna gene|ncrna::HBII-289;gene::SNORD89	192	140	103	90	6	120	153	98	257	190	100	116	67	60	242	235	131	254	313	86	142	190	197	392	166	261	400	222
369	0	gene|gene::SNORD84,DDX39B,ATP6V1G2-DDX39B,DDX39B,DDX39B;gene::DDX39B,DDX39B,ATP6V1G2-DDX39B,DDX39B,SNORD84;gene::DDX39B,SNORD84,ATP6V1G2-DDX39B,DDX39B,DDX39B;gene::SNORD84,DDX39B,DDX39B,ATP6V1G2-DDX39B,DDX39B;ncrna::U84;gene::DDX39B,DDX39B,DDX39B,ATP6V1G2-DDX39B,SNORD84;ncrna::U84;gene::ATP6V1G2-DDX39B,SNORD84,DDX39B,DDX39B,DDX39B;ncrna::U84;gene::SNORD84,DDX39B,DDX39B,ATP6V1G2-DDX39B,DDX39B;ncrna::U84	40	45	19	21	12	33	80	40	24	30	22	41	19	29	1199	801	403	1285	2086	885	376	1606	983	2812	603	897	1820	1523
370	0	ncrna gene|ncrna::HBI-100;gene::RFWD2,RFWD2,RFWD2,SCARNA3	791	829	634	672	357	945	499	440	908	1039	543	1181	778	250	1337	1162	471	1272	983	321	648	323	1345	1700	684	1152	1238	719
371	0	ncrna gene|ncrna::U42A;gene::SNORD42A,RPL23A	83	117	66	60	0	65	97	45	97	96	55	130	80	22	1351	957	468	1187	1477	793	655	962	710	1780	609	1045	1128	1024
372	0	ncrna gene|ncrna::U45B;gene::RABGGTB,RABGGTB,SNORD45B	28	47	110	86	5	23	33	29	35	93	31	52	88	43	1384	700	877	521	2109	518	721	651	1203	1132	468	1539	1177	792
373	0	gene|gene::LOC100507412,RNA45S5;gene::LOC100507412,RNA45S5	0	6	0	4	39	7	88	3	10	12	16	3	0	8	13	3	18	0	6	0	17	3	3	0	22	17	21	0
374	0	gene miRNA|gene::HTR2C,MIR1911,HTR2C,HTR2C;miRNA::hsa-miR-1911-5p	7	6	0	12	17	18	9	8	15	17	74	6	30	0	89	35	8	120	36	170	13	0	54	19	120	9	26	11
375	0	ncrna gene|ncrna::U93;gene::SNHG10,SCARNA13,SNHG10	8	9	10	19	0	12	0	3	4	8	16	3	3	20	195	111	52	125	218	165	123	159	130	153	89	90	98	129
376	0	ncrna gene|ncrna::ACA63;gene::ATP2B4,SNORA77,ATP2B4	119	143	181	204	78	286	151	146	168	209	89	394	246	215	467	243	120	605	480	269	89	220	498	673	122	216	252	185
377	0	ncrna gene|ncrna::U53;gene::SNORD53,WDR43	43	18	26	19	0	12	22	26	32	32	21	25	6	13	102	135	59	135	124	61	47	124	106	229	107	150	215	134
378	0	gene|gene::WDR43	148	91	97	63	3	101	138	83	167	97	58	200	75	85	192	186	89	254	274	156	89	228	216	433	135	215	298	193
379	0	ncrna gene|ncrna::ACA52;gene::RPLP2,SNORA52	8	15	6	6	27	24	120	11	5	9	9	5	5	11	16	29	6	14	7	37	60	35	25	29	4	22	24	15
380	0	gene|gene::TRO,TRO,TRO,TRO,TRO,TRO,TRO,TRO	27	33	27	21	0	32	7	16	38	57	13	44	25	12	50	32	13	55	32	11	22	19	67	76	19	37	52	31
381	0	gene miRNA|gene::MIR145,CARMN,CARMN;miRNA::hsa-miR-145-5p,hsa-miR-145-3p	1488	1510	1171	1402	732	753	1262	1020	1881	1783	928	2060	1576	579	3436	2246	2772	3883	1772	1531	1235	984	3355	4710	1861	2987	3542	2078
382	0	gene miRNA|gene::MIR10A;miRNA::hsa-miR-10a-5p	397	364	481	414	417	2305	203	55	659	449	440	777	615	238	976	443	788	1912	526	626	430	284	1073	1332	555	572	1030	112
383	0	ncrna gene|ncrna::U90;gene::SCARNA7,KPNA4	0	0	0	3	0	5	14	0	4	10	0	6	0	9	20	17	3	18	18	9	3	10	10	27	5	9	5	8
384	0	ncrna gene|ncrna::U37;gene::SNORD37,EEF2,MIR1268A	106	61	124	85	23	50	44	77	179	147	61	138	75	116	225	202	156	211	156	88	100	221	217	404	182	229	450	135
385	0	ncrna gene|ncrna::ACA50;gene::CNOT1,CNOT1,CNOT1,CNOT1,SNORA50A	198	305	260	237	51	414	325	266	203	250	222	266	205	267	288	226	250	387	363	510	161	461	363	462	296	256	316	348
386	0	ncrna gene|ncrna::HBII-82B;gene::SNORD111B,SF3B3	19	38	40	27	0	26	50	18	40	35	15	63	40	39	543	342	183	412	586	236	113	458	350	625	264	568	617	533
387	0	ncrna gene|ncrna::HBII-419;gene::SNORD98,CCAR1,CCAR1,CCAR1,CCAR1	767	413	681	600	85	321	287	481	944	814	434	834	507	594	1893	2202	1573	1973	1978	1070	792	2282	2378	3370	2007	2934	5143	2524
388	0	gene miRNA|gene::MIR10B;miRNA::hsa-miR-10b-5p	192	1324	298	265	280	337	232	376	683	416	332	610	672	393	1503	844	568	660	525	690	487	505	1261	1157	505	611	1233	595
389	0	gene miRNA|gene::MIR148B,COPZ1,COPZ1,COPZ1,COPZ1,COPZ1;miRNA::hsa-miR-148b-3p,hsa-miR-148b-5p	3674	4021	3968	3495	6314	3795	3372	3558	4366	4004	2612	6561	4589	4292	8235	5981	3504	7076	8673	4430	3470	5669	7950	9865	4539	7205	8291	7795
390	0	ncrna gene|ncrna::mgh28S-2409;gene::SNORD5	98	160	94	106	3	179	256	155	176	153	89	397	193	116	580	437	196	575	566	234	243	486	535	932	300	453	490	578
391	0	repeat miRNA gene|repeat::LINE,LINE;miRNA::hsa-miR-95-3p,hsa-miR-95-5p;gene::MIR95,ABLIM2,ABLIM2,ABLIM2,ABLIM2,ABLIM2,ABLIM2,ABLIM2	802	615	535	462	331	712	558	431	1153	712	442	1188	810	291	1511	1295	756	1505	995	332	526	407	1487	1929	622	1116	2027	829
392	0	ncrna gene|ncrna::U18A;gene::SNORD18A,RPL4	71	146	120	120	12	105	96	71	210	121	120	175	49	113	1922	1502	318	1592	2045	752	859	1116	605	2690	916	820	1456	811
393	0	ncrna gene|ncrna::HBII-295;gene::SNORD90,RC3H2,RC3H2	767	833	697	518	41	1377	1156	731	1076	824	410	1876	818	669	2778	1952	896	3165	3336	1838	2443	2487	2152	3666	1095	1799	2093	2205
394	0	ncrna gene|ncrna::mgU6-47;gene::SNORD7	0	0	0	0	0	0	0	0	0	0	0	0	0	3	27	58	18	14	3	25	72	64	3	17	33	41	30	63
395	0	|	0	0	0	0	0	0	3	0	0	0	0	3	0	0	23	35	3	32	41	17	27	17	17	64	4	18	33	9
396	0	gene|gene::HTR2C,HTR2C,MIR448,HTR2C	17	28	29	10	8	41	7	20	113	77	49	36	68	7	31	72	9	68	61	39	8	9	134	88	62	46	136	15
397	0	ncrna gene|ncrna::ACA46;gene::SNORA46,CNOT1,CNOT1,CNOT1,CNOT1	43	21	31	21	0	47	16	20	60	59	25	36	19	16	35	40	20	15	19	12	22	7	49	44	36	56	67	17
398	0	ncrna gene|ncrna::U30;gene::SNORD30,SNHG1	296	258	441	297	386	134	228	290	547	424	339	392	322	292	2504	3206	2485	2378	2535	1482	732	2648	2965	3803	2665	4789	6763	2895
399	0	ncrna gene|ncrna::U65;gene::SNORA65,RPL12	12	39	17	14	0	76	60	14	5	22	8	31	17	7	201	93	24	190	224	106	140	116	114	294	52	85	103	123
400	0	|	307	285	32	112	7	108	144	116	49	157	32	306	233	84	222	45	271	413	313	151	344	68	554	640	80	184	88	172
401	0	gene miRNA|gene::MIR324,ACADVL,ACADVL,ACADVL,ACADVL;miRNA::hsa-miR-324-5p,hsa-miR-324-3p	1847	1478	1233	1266	169	1099	832	1332	2083	1830	996	1180	894	870	1539	1231	639	1248	1037	626	756	663	1412	1414	889	1332	1984	1191
402	0	|	78	101	102	123	107	93	39	85	98	144	48	114	76	119	4	0	0	6	3	0	0	0	0	0	0	6	0	5
403	0	repeat miRNA gene|repeat::LINE;miRNA::hsa-miR-1264;gene::HTR2C,HTR2C,HTR2C,MIR1264	83	144	94	78	26	126	52	80	358	203	201	191	291	19	287	289	158	441	190	152	114	24	527	320	299	394	663	202
404	0	gene miRNA|gene::MIR214,DNM3OS,DNM3OS,DNM3,DNM3,MIR3120;miRNA::hsa-miR-214-5p,hsa-miR-214-3p,hsa-miR-3120-3p,hsa-miR-3120-5p	61	20	38	32	11	13	75	16	45	41	25	23	26	9	47	7	77	46	17	17	14	5	37	32	21	52	70	11
405	0	ncrna gene|ncrna::U23;gene::SNORA75,NCL	25	83	30	17	17	18	64	43	22	34	14	30	41	41	115	48	19	75	92	36	47	66	83	44	21	48	29	78
406	0	gene|gene::HSP90AA1,HSP90AA1	40	27	38	32	20	3	14	14	46	40	25	27	18	9	105	226	83	94	29	20	66	73	109	116	127	178	214	106
407	0	gene|gene::MGAT4C	136	147	85	96	46	215	100	83	126	131	66	260	152	107	254	171	58	299	204	61	63	89	238	362	84	160	166	125
408	0	ncrna repeat|ncrna::14q(I-3);repeat::LINE	135	108	102	75	0	128	58	44	284	286	106	306	142	22	865	621	181	608	426	85	256	53	549	1149	316	674	810	232
409	0	gene miRNA|gene::MCM7,MCM7,MCM7,MIR25;miRNA::hsa-miR-25-5p,hsa-miR-25-3p	6037	8151	9787	7865	5570	7305	4011	12317	10277	9885	5356	5746	4961	10768	6881	4433	3873	6531	11826	9264	3964	10530	8078	7609	4880	6931	10828	13286
410	0	ncrna gene|ncrna::U38A;gene::SNORD38A,RPS8	131	143	172	219	128	65	209	120	369	287	287	82	77	189	435	456	496	318	612	544	389	506	278	511	677	648	907	537
411	0	gene miRNA|gene::MIR499B,MIR499A,MYH7B;miRNA::hsa-miR-499b-5p,hsa-miR-499b-3p,hsa-miR-499a-5p,hsa-miR-499a-3p	148	208	268	190	70	131	86	312	193	202	144	225	151	364	280	130	92	252	514	272	77	436	251	276	277	331	286	567
412	0	gene miRNA|gene::VWA5B2,MIR1224,VWA5B2;miRNA::hsa-miR-1224-5p	396	468	203	190	66	301	200	152	289	327	209	304	223	60	357	324	166	386	178	77	276	61	405	384	143	275	303	159
413	0	gene|gene::CRTAC1	64	38	34	17	4	33	32	25	52	25	17	38	43	26	46	43	9	38	71	45	32	27	47	53	17	24	47	30
414	0	gene|gene::LRCH2,LRCH2	23	26	13	3	0	22	26	13	52	25	15	11	17	3	81	71	41	93	68	38	43	57	61	130	55	63	72	56
415	0	gene|gene::SCARNA28,TRRAP,TRRAP	120	190	86	113	5	57	83	112	177	189	79	80	78	39	316	606	252	300	395	355	346	703	247	361	312	433	497	414
416	0	gene|gene::SPP1,SPP1,SPP1,SPP1,SPP1	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	8	0	0	3	32	0	172	0	0	0	0	0	24
417	0	ncrna gene|ncrna::U32A;gene::RPL13AP5,RPL13A,SNORD32A,RPL13A,RPL13A	972	406	479	251	60	337	351	389	1310	556	364	539	380	261	648	775	543	709	907	463	565	707	902	1476	587	921	2188	851
418	0	gene miRNA|gene::MIR5010,ATP6V0A1,ATP6V0A1,ATP6V0A1;miRNA::hsa-miR-5010-3p	82	72	74	41	23	54	63	41	69	74	29	179	65	43	150	119	39	114	91	38	58	45	118	229	70	92	134	69
419	0	|	51	70	95	130	4	61	11	7	23	212	32	34	0	40	0	0	0	0	0	0	0	0	0	3	0	0	0	0
420	0	repeat|repeat::snRNA	700	712	608	590	355	392	620	739	599	539	293	624	520	449	1923	2380	1577	2369	1792	1677	1818	3506	1798	2632	2235	3529	2639	2843
421	0	repeat|repeat::snRNA	3	10	6	12	0	0	38	0	6	3	11	0	0	3	445	1020	579	588	205	645	930	1302	511	810	1868	1602	813	825
422	0	gene miRNA|gene::MIR6511B1,MIR6511B2,PDXDC1,PKD1P6-NPIPP1;miRNA::hsa-miR-6511b-5p,hsa-miR-6511b-3p;gene::MIR6511B1,MIR6511B2,PKD1,PKD1;miRNA::hsa-miR-6511b-3p,hsa-miR-6511b-5p	283	276	192	130	31	330	183	186	262	279	114	302	154	132	279	203	91	247	195	80	130	113	245	354	110	190	235	157
423	0	gene miRNA|gene::MIR6511A3,MIR6511A4,MIR6511A2,MIR6511A1;miRNA::hsa-miR-6511a-5p,hsa-miR-6511a-3p;gene::MIR6511A3,MIR6511A2,MIR6511A4,MIR6511A1,LOC100288162;miRNA::hsa-miR-6511a-5p,hsa-miR-6511a-3p;gene::MIR6511A3,MIR6511A4,MIR6511A1,LOC100288162,MIR6511A2,PKD1P1;miRNA::hsa-miR-6511a-5p,hsa-miR-6511a-3p;gene::MIR6511A2,MIR6511A4,MIR6511A1,MIR6511A3,LOC100288162;miRNA::hsa-miR-6511a-5p,hsa-miR-6511a-3p	454	444	235	298	53	485	212	294	381	419	187	294	185	167	375	321	161	316	243	112	242	124	307	453	164	275	332	290
424	0	ncrna gene|ncrna::U85;gene::SCARNA10,NCAPD2	14	6	3	20	0	0	0	0	59	36	26	3	3	10	15	33	80	23	23	61	85	86	14	11	79	67	119	59
425	0	gene|gene::SNORD133,LARP4,LARP4,LARP4,LARP4,LARP4,LARP4,LARP4	63	72	88	36	5	34	48	73	123	101	42	83	48	40	166	154	73	113	136	127	124	146	130	161	61	166	210	209
426	0	gene miRNA|gene::MIR203A,MIR203B;miRNA::hsa-miR-203a,hsa-miR-203b-5p	196	166	85	151	196	97	203	92	114	163	67	152	98	94	155	100	76	126	291	59	36	119	135	154	88	203	163	184
427	0	gene miRNA|gene::MIR487B,MIR381HG;miRNA::hsa-miR-487b-3p,hsa-miR-487b-5p	5942	6001	4123	4309	948	7387	4513	3037	8861	6829	3677	10372	6443	1659	11743	9269	4169	10458	6535	2988	4268	2376	11859	15721	4992	10179	12903	4822
428	0	|	61	117	94	1683	24	92	29	178	109	2795	63	66	54	219	9	9	14	16	43	17	16	43	14	21	13	25	39	36
429	0	ncrna gene|ncrna::U25;gene::SNORD25,SNHG1	302	349	358	275	93	362	225	277	532	467	242	868	568	503	1583	1162	880	1377	2270	968	659	1523	1279	2258	896	1445	2167	1673
430	0	|	3	6	0	0	0	0	0	0	3	12	0	16	9	0	62	33	4	42	54	14	8	0	35	106	8	27	45	10
431	0	ncrna gene|ncrna::U31;gene::SNORD31,SNHG1	429	508	620	486	159	440	407	435	683	623	363	711	489	525	2230	1772	780	1712	2664	1304	968	1856	1463	3073	1162	1780	2339	2167
432	0	gene miRNA|gene::MIR383,SGCZ;miRNA::hsa-miR-383-5p,hsa-miR-383-3p	871	829	1357	1171	342	1089	496	620	1731	1463	946	2959	1233	175	2373	1708	661	2379	1126	490	592	385	2333	5086	1098	1857	2336	921
433	0	tRNA repeat|tRNA::tRNA-Thr-CGT-2-1;repeat::tRNA	0	3	3	0	0	5	0	0	0	0	3	0	0	8	74	396	175	48	30	56	78	98	89	205	237	447	97	107
434	0	tRNA repeat|tRNA::tRNA-Thr-CGT-4-1;repeat::tRNA	121	104	133	86	4	27	36	50	131	185	89	42	41	35	91	419	189	83	57	68	88	142	179	234	286	474	228	176
435	0	repeat gene|repeat::LTR;gene::UMAD1,UMAD1,UMAD1	1279	1151	716	864	130	1065	719	573	1551	1514	854	1710	1161	392	2303	1779	1128	2016	941	456	1044	388	1912	2437	1097	2102	2064	937
436	0	gene miRNA|gene::MIR1296,JMJD1C,JMJD1C;miRNA::hsa-miR-1296-5p,hsa-miR-1296-3p	3880	2502	2426	2019	273	1703	1490	1807	3411	2994	1651	2444	1850	1123	2193	2213	1237	2025	1452	796	1659	902	2676	2787	1598	2526	3837	1957
437	0	repeat miRNA gene|repeat::Simple_repeat;miRNA::hsa-miR-598-3p,hsa-miR-598-5p;gene::MIR598,XKR6	8513	5140	3504	5071	1065	4000	3102	4161	9205	9406	5889	4500	4108	1437	7016	6239	3107	4340	3683	1861	4378	1485	6654	5316	4694	6066	8528	4378
438	0	repeat gene|repeat::rRNA;gene::CISD3	0	0	0	95	0	0	3	0	0	0	0	0	0	0	0	2243	0	0	9	15	0	0	0	0	0	0	0	0
439	0	repeat|repeat::LTR	25	42	33	31	13	31	3	74	24	95	11	25	8	54	0	0	0	0	3	0	0	0	0	0	0	3	0	3
440	0	gene miRNA|gene::MIR296;miRNA::hsa-miR-296-5p,hsa-miR-296-3p	16	26	34	24	15	4	11	22	28	23	11	22	17	32	18	19	10	22	32	20	8	26	30	39	31	15	55	38
441	0	ncrna gene|ncrna::14q(I-9);gene::SNORD113-9	591	486	455	396	7	709	685	237	1062	1220	465	1350	744	88	3502	2315	1027	2987	1724	360	1115	313	2393	4599	1474	2663	3225	967
442	0	ncrna gene|ncrna::U71b;gene::SNORA71B,SNHG17,SNHG17	35	54	14	29	133	79	230	22	63	31	45	19	22	20	37	56	15	28	28	54	149	35	39	30	38	34	64	44
443	0	ncrna gene|ncrna::U63;gene::SNORD63,HSPA9	307	244	281	176	92	250	236	248	412	206	136	354	202	213	1007	662	355	841	984	424	402	672	620	1398	529	845	1297	988
444	0	gene|gene::RALGAPA1,RALGAPA1,RALGAPA1,RALGAPA1P1,RALGAPA1	8	20	14	15	26	23	42	22	34	34	9	37	17	10	63	71	57	63	34	73	49	43	68	138	68	76	83	55
445	0	gene miRNA|gene::MIR363;miRNA::hsa-miR-363-3p	1977	2246	2351	2303	868	2457	1661	1894	2617	2380	1381	3140	1932	2456	3400	1832	2115	3656	3388	1801	1279	2429	3135	4870	1545	3000	3550	2625
446	0	gene miRNA|gene::MIR212;miRNA::hsa-miR-212-3p,hsa-miR-212-5p	1345	1034	786	560	244	1171	497	563	2417	1113	860	1238	791	512	1577	1478	456	1027	1062	183	666	425	1214	1758	842	1000	2648	574
447	0	ncrna gene|ncrna::SNORD123;gene::SNORD123,SNHG18	3	0	4	4	5	7	7	5	12	0	5	21	4	0	56	9	17	22	70	40	10	42	20	90	16	10	66	93
448	0	gene|gene::ALK	3	8	13	19	0	11	13	0	11	87	20	53	17	0	38	31	26	48	57	0	6	0	10	75	31	68	53	14
449	0	gene|gene::RMRP	542	560	418	403	6	373	264	397	564	799	458	410	298	209	436	336	229	343	338	209	219	313	449	570	478	532	486	281
450	0	|	20	30	7	0	3	16	25	17	10	21	5	12	14	12	13	15	10	27	13	16	30	5	12	64	4	16	17	15
